ticker,name,sector,Earnings_expectation,irv_status,capm_status,esg_status,current_price,annu_return_10y,market_cap,marketcap_cat,beta,eps_ttm,growth_estimate_5y,pe_forward,pe_trailing,irv_FairValue,ESG_risk,capm_expected_return
ZUMZ,Zumiez Inc.,Consumer Cyclical,,,,,42.66,0.03521405794269561,977724544,,1.68,4.87,0.15,9.233767,8.759754,,,
ZVO,Zovio Inc.,Consumer Defensive,,,,,1.04,-0.16550073123949527,34798088,,1.1,-2.298,0.2,-2.0392156,,,,
AGR,"Avangrid, Inc.",Utilities,,,,,43.93,0.04346026801010505,17009915904,,0.35,2.094,0.081,18.854078,20.978987,,,
BGS,"B&G Foods, Inc. B&G Foods, Inc.",Consumer Defensive,,,,,31.39,0.09069260897988451,2037113600,,0.39,1.283,-0.005,15.2378645,24.466095,,,
CNA,CNA Financial Corporation,Financial Services,,,,,45.64,0.11474112583434938,12384870400,,0.89,4.849,0.05,10.030768,9.41225,,29.33,
CWK,Cushman & Wakefield plc,Real Estate,,,,,22.695,0.024534594688934597,5071628800,,1.38,0.343,0.1,11.016991,66.16618,,,
ESNT,Essent Group Ltd.,Financial Services,,,,,44.48,0.08204066656241939,4912015360,,1.33,5.569,0.1555,7.339934,7.9870715,,,
GSS,"Golden Star Resources, Ltd",Basic Materials,,,,,3.9,-0.09429340136840414,451327520,,0.32,-0.084,0.1,7.8,,,,
HRI,Herc Holdings Inc.,Industrials,,,,,145.75,0.1288733574690497,4322711552,,2.79,6.22,0.679,12.383177,23.432476,,,
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,,,,,41.895,0.11070367091122968,2961113600,,1.43,7.648,0.127,4.2403846,5.477903,,,
MRC,MRC Global Inc.,Energy,,,,,9.795,-0.07360571129060034,809716480,,2.47,-0.474,0.15,14.619403,,,,
NEX,NexTier Oilfield Solutions Inc.,Energy,,,,,6.905,-0.10798823939852442,1670795904,,3.0,-0.879,-0.863,26.557693,,,,
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,,,,,95.065,0.17413735636430938,7391561216,,1.46,13.368,0.2,6.93399,7.1113853,,,
SAFE,Safehold Inc.,Real Estate,,,,,60.47,0.1330366241431673,3420177152,,-0.29,1.261,0.369,34.752872,47.954006,,,
SOI,Solaris Oilfield Infrastructure,Energy,,,,,8.225,-0.01902569250057895,262846336,,1.8,-0.118,-0.1066,54.833332,,,,
